document_id,pers_entity_id,loc_entity_id,language,gold,n_correct,n_total,frac_correct,modal_wrong_pred,all_wrong,all_right,T1.1_llm_zeroshot_PA+PB_split_v2,T1.1_llm_zeroshot_PAB_deepinfra_Meta-Llama-31-8B-Instruct_at-test,T1.1_llm_zeroshot_PA_deepinfra_Meta-Llama-31-8B-Instruct_at-test,T1.1_llm_zeroshot_PA_deepinfra_Meta-Llama-31-8B-Instruct_at-test_reparsed,T1.1_llm_zeroshot_PA_v2_fixed_prompt,T1.1_llm_zeroshot_PR_deepinfra_Meta-Llama-31-8B-Instruct_at-test,T1.4or5_mask_C1_mask_LR_at_at-test,T1.4or5_mask_C4_mask+e1+e2+temporal_LR_at_at-test,T1.4or5_mask_T1.4_temporal_only_LR_at_at-test,T1.4or5_mask_T1.5_handcrafted_RF_at_at-test,T1_hybrid_RFat_MASKC4isAt_at-test,T1_llm_hybrid_PA-rag3_PB-zeroshot_at-test_v3,T1_llm_rag3_PA_at-test_v3_adjustable,T1_llm_rag3_PR_at-test,T1_llm_rag3_PR_at-test_v2,T1_llm_rag3_wd_temp_PR_at-test_v2,T1_llm_rag3_wd_temp_PR_at-test_v3_adjustable,T1_llm_zeroshot_wd_temp_PR_at-test,T1_llm_zeroshot_wd_temp_PR_at-test_v2,T1_llm_zeroshot_wd_temp_PR_at-test_v3_adjustable
9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q8442,9838247_1868-02-19_0_0_001_Q38872,de,PROBABLE,10,20,0.5,TRUE,False,False,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_bonvepre,EXP-1808-09-01-a-i0001_Q69807,fr,FALSE,6,20,0.3,TRUE,False,False,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_jacob,EXP-1808-09-01-a-i0001_Q69807,fr,FALSE,7,20,0.35,TRUE,False,False,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042-NIL_moliers,fr,FALSE,3,20,0.15,TRUE,False,False,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042_Q68544,fr,FALSE,8,20,0.4,PROBABLE,False,False,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042_Q336474,EXP-1868-04-22-a-i0042_Q145,fr,PROBABLE,4,20,0.2,TRUE,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
EXP-1908-01-21-a-i0053,EXP-1908-01-21-a-i0053_Q106618,EXP-1908-01-21-a-i0053_Q27,fr,FALSE,5,20,0.25,PROBABLE,False,False,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
EXP-1918-04-22-a-i0077,EXP-1918-04-22-a-i0077-NIL_schoeller,EXP-1918-04-22-a-i0077_Q64461,fr,FALSE,2,20,0.1,PROBABLE,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
EXP-1918-04-22-a-i0077,EXP-1918-04-22-a-i0077_Q2734959,EXP-1918-04-22-a-i0077_Q689055,fr,TRUE,10,20,0.5,PROBABLE,False,False,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
EXP-1918-07-10-a-i0071,EXP-1918-07-10-a-i0071-NIL_kuhlmann,EXP-1918-07-10-a-i0071_Q31910791,fr,TRUE,7,20,0.35,PROBABLE,False,False,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
EXP-1918-07-10-a-i0071,EXP-1918-07-10-a-i0071_Q61242,EXP-1918-07-10-a-i0071_Q1757,fr,FALSE,6,20,0.3,PROBABLE,False,False,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
EXP-1918-11-18-a-i0067,EXP-1918-11-18-a-i0067_Q1603686,EXP-1918-11-18-a-i0067_Q55335900,fr,TRUE,14,20,0.7,FALSE,False,False,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_aicide_matthey,EXP-1928-01-17-a-i0062_Q2721193,fr,TRUE,15,20,0.75,PROBABLE,False,False,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_gedeon,EXP-1928-01-17-a-i0062_Q671611,fr,FALSE,8,20,0.4,TRUE,False,False,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0
EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_gedeon,EXP-1928-01-17-a-i0062_Q68532,fr,FALSE,5,20,0.25,PROBABLE,False,False,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_uranie_montandon,EXP-1928-01-17-a-i0062_Q68532,fr,FALSE,8,20,0.4,PROBABLE,False,False,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006-NIL_rabours,EXP-1928-10-25-a-i0006_Q12771,fr,FALSE,5,20,0.25,PROBABLE,False,False,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q117253,EXP-1928-10-25-a-i0006_Q70,fr,FALSE,10,20,0.5,PROBABLE,False,False,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0
EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q9061,EXP-1928-10-25-a-i0006_Q12433,fr,FALSE,10,20,0.5,PROBABLE,False,False,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q9061,EXP-1928-10-25-a-i0006_Q25607,fr,FALSE,7,20,0.35,PROBABLE,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
EXP-1978-09-27-a-i0229,EXP-1978-09-27-a-i0229_Q1370340,EXP-1978-09-27-a-i0229_Q24826,fr,TRUE,8,20,0.4,FALSE,False,False,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
EXP-1978-09-27-a-i0229,EXP-1978-09-27-a-i0229_Q465956,EXP-1978-09-27-a-i0229_Q24826,fr,TRUE,7,20,0.35,FALSE,False,False,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
EXP-1988-02-15-a-i0330,EXP-1988-02-15-a-i0330-NIL_manfred_gsteiger,EXP-1988-02-15-a-i0330_Q46,fr,FALSE,10,20,0.5,TRUE,False,False,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
GDL-1804-07-20-13,GDL-1804-07-20-13-NIL_napoleon_bonaparte,GDL-1804-07-20-13-NIL_constantinople,fr,FALSE,4,20,0.2,TRUE,False,False,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDL-1804-08-28-2,GDL-1804-08-28-2-NIL_ne,GDL-1804-08-28-2-NIL_alger,fr,TRUE,11,20,0.55,PROBABLE,False,False,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
GDL-1826-06-30-2,GDL-1826-06-30-2-NIL_ibrahim,GDL-1826-06-30-2-NIL_patras,fr,TRUE,5,20,0.25,PROBABLE,False,False,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_annecy,fr,FALSE,9,20,0.45,PROBABLE,False,False,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_lac_de_come,fr,FALSE,14,20,0.7,PROBABLE,False,False,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_sardaigne,fr,FALSE,14,20,0.7,PROBABLE,False,False,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
GDL-1826-09-29-17,GDL-1826-09-29-17-NIL_m_carnero,GDL-1826-09-29-17-NIL_madrid,fr,TRUE,11,20,0.55,PROBABLE,False,False,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1
GDL-1826-09-29-17,GDL-1826-09-29-17-NIL_m_le_marquis_de_souza,GDL-1826-09-29-17-NIL_zamora,fr,FALSE,6,20,0.3,PROBABLE,False,False,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
GDL-1838-05-11-a-i0004,GDL-1838-05-11-a-i0004_Q669820,GDL-1838-05-11-a-i0004_Q45,fr,TRUE,13,20,0.65,PROBABLE,False,False,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
GDL-1841-07-30-7,GDL-1841-07-30-7-NIL_fanny_elliott,GDL-1841-07-30-7-NIL_angleterre,fr,TRUE,12,20,0.6,PROBABLE,False,False,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_boston,fr,TRUE,11,20,0.55,FALSE,False,False,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0
GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_lancashire,fr,FALSE,7,20,0.35,PROBABLE,False,False,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_salford,fr,FALSE,11,20,0.55,PROBABLE,False,False,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_washington,fr,FALSE,7,20,0.35,PROBABLE,False,False,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
GDL-1881-09-24-5,GDL-1881-09-24-5-NIL_m_aime_humbert,GDL-1881-09-24-5-NIL_glaris,fr,FALSE,5,20,0.25,TRUE,False,False,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
GDL-1881-09-24-5,GDL-1881-09-24-5-NIL_m_berthoud,GDL-1881-09-24-5-NIL_gorges_de_l_areuse,fr,FALSE,8,20,0.4,TRUE,False,False,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
GDL-1908-01-07-a-i0009,GDL-1908-01-07-a-i0009_Q1069292,GDL-1908-01-07-a-i0009_Q2807,fr,TRUE,20,20,1.0,,False,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
GDL-1921-10-05-19,GDL-1921-10-05-19-NIL_m_bosgbartft,GDL-1921-10-05-19-NIL_autriche,fr,FALSE,8,20,0.4,TRUE,False,False,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
GDL-1928-05-06-a-i0059,GDL-1928-05-06-a-i0059_Q16524004,GDL-1928-05-06-a-i0059_Q41,fr,TRUE,2,20,0.1,PROBABLE,False,False,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDL-1928-05-06-a-i0059,GDL-1928-05-06-a-i0059_Q2713806,GDL-1928-05-06-a-i0059_Q103011,fr,FALSE,10,20,0.5,PROBABLE,False,False,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_coppi,GDL-1961-12-21-72-NIL_herentals,fr,FALSE,11,20,0.55,PROBABLE,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_rilc,GDL-1961-12-21-72-NIL_belge,fr,TRUE,7,20,0.35,PROBABLE,False,False,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_rilc_van_looy,GDL-1961-12-21-72-NIL_herentals,fr,TRUE,11,20,0.55,PROBABLE,False,False,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_serge_lang,GDL-1961-12-21-72-NIL_belge,fr,FALSE,6,20,0.3,PROBABLE,False,False,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0
GDL-1981-05-13-1,GDL-1981-05-13-1-NIL_ronald_reagan,GDL-1981-05-13-1-NIL_syrie,fr,FALSE,9,20,0.45,PROBABLE,False,False,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_george,GDL-1981-07-25-67-NIL_monte_carlocyclisme,fr,FALSE,10,20,0.5,PROBABLE,False,False,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_raymond_vincy,GDL-1981-07-25-67-NIL_france,fr,FALSE,6,20,0.3,TRUE,False,False,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_frescobaldi,GDL-1981-11-17-62-NIL_eglise_saint_jacques,fr,FALSE,11,20,0.55,PROBABLE,False,False,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_g_w_pabst,GDL-1981-11-17-62-NIL_bourges,fr,FALSE,12,20,0.6,TRUE,False,False,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_jeanne_ney,GDL-1981-11-17-62-NIL_halles,fr,FALSE,11,20,0.55,PROBABLE,False,False,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_melaine_favenncc,GDL-1981-11-17-62-NIL_montreux,fr,FALSE,10,20,0.5,PROBABLE,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_m_benjamin,GDL-1981-12-11-62-NIL_fulgur,fr,FALSE,1,20,0.05,TRUE,False,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_maria_esteve,GDL-1981-12-11-62-NIL_fulgur,fr,FALSE,4,20,0.2,PROBABLE,False,False,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_mouky,GDL-1981-12-11-62-NIL_fulgur,fr,FALSE,4,20,0.2,PROBABLE,False,False,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
IMP-2018-01-03-a-i0049,IMP-2018-01-03-a-i0049-NIL_scipion,IMP-2018-01-03-a-i0049_Q398,fr,PROBABLE,14,20,0.7,FALSE,False,False,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
JDG-1921-02-22-34,JDG-1921-02-22-34-NIL_m_ernest_ansemiet,JDG-1921-02-22-34-NIL_gourgas,fr,FALSE,5,20,0.25,PROBABLE,False,False,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
JDG-1921-02-22-34,JDG-1921-02-22-34-NIL_m_stalder,JDG-1921-02-22-34-NIL_berne,fr,TRUE,13,20,0.65,PROBABLE,False,False,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1
JDG-1921-02-22-34,JDG-1921-02-22-34-NIL_m_stalder,JDG-1921-02-22-34-NIL_suisse_romande,fr,TRUE,18,20,0.9,FALSE,False,False,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_m_f_stirnimann,JDG-1961-01-20-70-NIL_olten,fr,TRUE,12,20,0.6,FALSE,False,False,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_roger_riviere,JDG-1961-01-20-70-NIL_lamalou_les_bains,fr,TRUE,12,20,0.6,PROBABLE,False,False,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0
JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_stern,JDG-1961-01-20-70-NIL_lamalou_les_bains,fr,TRUE,13,20,0.65,PROBABLE,False,False,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q12971,NZZ-1818-01-06-a-p0001_Q1095337,de,TRUE,14,20,0.7,PROBABLE,False,False,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q131691,NZZ-1818-01-06-a-p0001_Q784000,de,FALSE,7,20,0.35,PROBABLE,False,False,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
NZZ-1828-04-09-a-p0001,NZZ-1828-04-09-a-p0001-NIL_jakob_tobler,NZZ-1828-04-09-a-p0001_Q67148,de,PROBABLE,5,20,0.25,TRUE,False,False,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
NZZ-1828-05-10-a-p0002,NZZ-1828-05-10-a-p0002-NIL_nazar_richlin,NZZ-1828-05-10-a-p0002_Q12433,de,TRUE,16,20,0.8,FALSE,False,False,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003-NIL_teichert,NZZ-1848-10-21-a-p0003_Q490,de,FALSE,2,20,0.1,TRUE,False,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q153500,NZZ-1848-10-21-a-p0003_Q1794,de,FALSE,5,20,0.25,TRUE,False,False,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q153500,NZZ-1848-10-21-a-p0003_Q183,de,FALSE,1,20,0.05,TRUE,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q455008,NZZ-1848-10-21-a-p0003_Q14960,de,FALSE,8,20,0.4,PROBABLE,False,False,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q78807,NZZ-1848-10-21-a-p0003_Q1741,de,TRUE,12,20,0.6,PROBABLE,False,False,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
NZZ-1868-02-17-a-p0001,NZZ-1868-02-17-a-p0001-NIL_mellana,NZZ-1868-02-17-a-p0001_Q828,de,FALSE,6,20,0.3,PROBABLE,False,False,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0
NZZ-1878-02-06-b-p0001,NZZ-1878-02-06-b-p0001_Q66452,NZZ-1878-02-06-b-p0001_Q16869,de,FALSE,6,20,0.3,TRUE,False,False,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q1345,de,FALSE,9,20,0.45,PROBABLE,False,False,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q172579,de,FALSE,10,20,0.5,PROBABLE,False,False,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q28,de,FALSE,11,20,0.55,PROBABLE,False,False,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q40,de,FALSE,12,20,0.6,PROBABLE,False,False,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q43,de,FALSE,20,20,1.0,,False,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q490,de,FALSE,10,20,0.5,PROBABLE,False,False,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
