sample_idx,document_id,pers_entity_id,loc_entity_id,true_label,pred_label,confidence
38,NZZ-1898-05-02-d-p0001,NZZ-1898-05-02-d-p0001-NIL_jakob_welti,NZZ-1898-05-02-d-p0001_Q248693,FALSE,FALSE,0.9506033658981324
39,GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_raymond_vincy,GDL-1981-07-25-67-NIL_france,FALSE,FALSE,0.9488638043403624
40,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006-NIL_rabours,EXP-1928-10-25-a-i0006_Q12771,FALSE,TRUE,0.960379958152771
41,11614109_1886-06-22_5_67_001,11614109_1886-06-22_5_67_001_Q77340,11614109_1886-06-22_5_67_001_Q161062,FALSE,FALSE,0.9503189325332642
42,GDL-1908-01-07-a-i0009,GDL-1908-01-07-a-i0009_Q2478026,GDL-1908-01-07-a-i0009_Q7903,TRUE,TRUE,0.9375734329223632
43,NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q153500,NZZ-1848-10-21-a-p0003_Q183,FALSE,PROBABLE,0.9626498818397522
44,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_jim_carlen,sn89058133-1920-07-08-a-i0006_Q30,TRUE,FALSE,0.9513258934020996
45,NZZ-1888-03-08-b-p0002,NZZ-1888-03-08-b-p0002_Q391573,NZZ-1888-03-08-b-p0002_Q403,TRUE,TRUE,0.9604082703590392
46,NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q153500,NZZ-1848-10-21-a-p0003_Q1794,FALSE,PROBABLE,0.9856582283973694
47,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_favre,EXP-1808-09-01-a-i0001-NIL_villard,TRUE,FALSE,0.9501094818115234
48,sn83030483-1790-05-29-a-i0003,sn83030483-1790-05-29-a-i0003_Q2078354,sn83030483-1790-05-29-a-i0003_Q28729,FALSE,FALSE,0.9505972266197203
49,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_lon_morelock,sn89058133-1920-04-22-a-i0003_Q2456192,FALSE,PROBABLE,0.9507302641868592
50,sn91068761-1960-04-06-a-i0012,sn91068761-1960-04-06-a-i0012-NIL_george_rent,sn91068761-1960-04-06-a-i0012_Q6948590,FALSE,FALSE,0.952168345451355
51,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q9061,EXP-1928-10-25-a-i0006_Q25607,FALSE,FALSE,0.9506033658981324
52,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q57428,9838247_1868-02-19_0_0_001_Q164079,PROBABLE,FALSE,0.95452618598938
53,GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_salford,FALSE,FALSE,0.9508460164070128
54,27646518_1892-07-05_21_335_005,27646518_1892-07-05_21_335_005-NIL_jsidor_freymark,27646518_1892-07-05_21_335_005_Q64,TRUE,TRUE,0.959257960319519
55,luxwort-1948-04-23-a-i0023,luxwort-1948-04-23-a-i0023_Q1275,luxwort-1948-04-23-a-i0023_Q239,FALSE,FALSE,0.9532124400138856
56,GDL-1826-06-30-2,GDL-1826-06-30-2-NIL_ibrahim,GDL-1826-06-30-2-NIL_patras,TRUE,TRUE,0.9609703421592712
57,sn83026170-1820-03-06-a-i0002,sn83026170-1820-03-06-a-i0002-NIL_isaac_llister,sn83026170-1820-03-06-a-i0002-NIL_margaritta,TRUE,TRUE,0.958179235458374
58,GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_sardaigne,FALSE,FALSE,0.9499877095222472
59,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006-NIL_rosenstein,27112366_1874-08-25_000_197_0_006_Q64,FALSE,FALSE,0.9503286480903624
60,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q490,FALSE,FALSE,0.9502357244491576
61,NZZ-1888-03-08-b-p0002,NZZ-1888-03-08-b-p0002_Q216092,NZZ-1888-03-08-b-p0002_Q42810,TRUE,TRUE,0.7136813998222351
62,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q172579,FALSE,FALSE,0.9515711665153505
63,EXP-1908-01-21-a-i0053,EXP-1908-01-21-a-i0053_Q244748,EXP-1908-01-21-a-i0053_Q3624,TRUE,TRUE,0.9480451941490172
64,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006_Q1612411,27112366_1874-08-25_000_197_0_006_Q81720,FALSE,FALSE,0.9504714012145996
65,GDL-1804-07-20-13,GDL-1804-07-20-13-NIL_napoleon_bonaparte,GDL-1804-07-20-13-NIL_constantinople,FALSE,TRUE,0.4696869552135467
66,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q57428,9838247_1868-02-19_0_0_001_Q102911,FALSE,FALSE,0.9505986571311952
67,sn82014385-1810-04-14-a-i0002,sn82014385-1810-04-14-a-i0002_Q11813,sn82014385-1810-04-14-a-i0002_Q450324,FALSE,FALSE,0.9513267278671264
68,sn83020874-1830-03-03-a-i0002,sn83020874-1830-03-03-a-i0002-NIL_ferdinand,sn83020874-1830-03-03-a-i0002_Q1456,FALSE,FALSE,0.9491151571273804
69,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_bonvepre,EXP-1808-09-01-a-i0001_Q69807,FALSE,FALSE,0.9508460164070128
70,sn92063852-1950-09-23-a-i0018,sn92063852-1950-09-23-a-i0018-NIL_mrs_e_r_naggles,sn92063852-1950-09-23-a-i0018_Q79718,TRUE,TRUE,0.9600605964660645
71,NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q131691,NZZ-1818-01-06-a-p0001_Q784000,FALSE,FALSE,0.9499891996383668
72,sn83025812-1930-07-11-a-i0003,sn83025812-1930-07-11-a-i0003-NIL_w_o_,sn83025812-1930-07-11-a-i0003_Q220,TRUE,TRUE,0.9635188579559326
73,JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_w_lienhard,JDG-1961-01-20-70-NIL_lucerne,TRUE,FALSE,0.9502170085906982
74,luxwort-1948-05-04-a-i0049,luxwort-1948-05-04-a-i0049_Q3379042,luxwort-1948-05-04-a-i0049_Q61,PROBABLE,FALSE,0.9510895609855652
75,sn91068761-1960-04-06-a-i0012,sn91068761-1960-04-06-a-i0012-NIL_george_rent,sn91068761-1960-04-06-a-i0012-NIL_horry_district_scout_camporee,TRUE,FALSE,0.9515631794929504
76,NZZ-1898-11-07-c-p0001,NZZ-1898-11-07-c-p0001_Q86964,NZZ-1898-11-07-c-p0001_Q28,TRUE,TRUE,0.9577661156654358
77,sn86063397-1900-06-26-a-i0002,sn86063397-1900-06-26-a-i0002_Q212679,sn86063397-1900-06-26-a-i0002_Q1371,FALSE,FALSE,0.923792839050293
78,sn89058133-1920-06-17-a-i0007,sn89058133-1920-06-17-a-i0007-NIL_pharaoh,sn89058133-1920-06-17-a-i0007_Q23197,FALSE,TRUE,0.959970474243164
79,IMP-2018-01-03-a-i0049,IMP-2018-01-03-a-i0049-NIL_diable,IMP-2018-01-03-a-i0049_Q398,PROBABLE,PROBABLE,0.9889432191848756
80,NZZ-1938-11-13-c-p0001,NZZ-1938-11-13-c-p0001-NIL_siurgenenger,NZZ-1938-11-13-c-p0001_Q66243,FALSE,FALSE,0.9507178068161012
81,sn83030483-1790-05-29-a-i0003,sn83030483-1790-05-29-a-i0003_Q2078354,sn83030483-1790-05-29-a-i0003-NIL_belipatain,FALSE,FALSE,0.949491560459137
82,EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_uranie_montandon,EXP-1928-01-17-a-i0062_Q68532,FALSE,FALSE,0.9497378468513488
83,sn91068761-1960-04-13-a-i0001,sn91068761-1960-04-13-a-i0001-NIL_alvie_mitchell_godwin,sn91068761-1960-04-13-a-i0001_Q1603,TRUE,TRUE,0.9579986929893494
84,luxwort-1858-10-24-a-i0007,luxwort-1858-10-24-a-i0007_Q4015365,luxwort-1858-10-24-a-i0007_Q495,TRUE,TRUE,0.9512776732444764
85,luxwort-1848-10-01-a-i0001,luxwort-1848-10-01-a-i0001-NIL_kuborn,luxwort-1848-10-01-a-i0001_Q215826,PROBABLE,PROBABLE,0.9858152866363524
86,luxwort-1948-05-04-a-i0049,luxwort-1948-05-04-a-i0049_Q151414,luxwort-1948-05-04-a-i0049_Q30,FALSE,FALSE,0.949818193912506
87,sn85042404-1880-03-09-a-i0004,sn85042404-1880-03-09-a-i0004-NIL_yenard,sn85042404-1880-03-09-a-i0004-NIL_nevada_col_,PROBABLE,PROBABLE,0.9892398118972778
88,NZZ-1948-12-30-a-p0002,NZZ-1948-12-30-a-p0002_Q1391679,NZZ-1948-12-30-a-p0002_Q84,TRUE,TRUE,0.9588685631752014
89,luxwort-1858-10-24-a-i0007,luxwort-1858-10-24-a-i0007_Q166092,luxwort-1858-10-24-a-i0007_Q1216,TRUE,TRUE,0.9596168994903564
90,sn88068010-1890-11-06-a-i0006,sn88068010-1890-11-06-a-i0006-NIL_s_h_clifford,sn88068010-1890-11-06-a-i0006_Q576252,FALSE,FALSE,0.947445034980774
91,GDL-1988-07-08-a-i0186,GDL-1988-07-08-a-i0186_Q76711,GDL-1988-07-08-a-i0186_Q71,TRUE,TRUE,0.9531156420707704
92,EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_gedeon,EXP-1928-01-17-a-i0062_Q671611,FALSE,FALSE,0.9502357244491576
93,sn86063397-1900-06-26-a-i0002,sn86063397-1900-06-26-a-i0002_Q1966467,sn86063397-1900-06-26-a-i0002_Q1221,FALSE,FALSE,0.9508360028266908
94,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q57428,9838247_1868-02-19_0_0_001_Q1142,FALSE,FALSE,0.9512097835540771
95,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_jim_koffmeister,sn89058133-1920-07-08-a-i0006_Q2456192,TRUE,TRUE,0.9604232907295228
96,NZZ-1928-02-17-i-p0001,NZZ-1928-02-17-i-p0001-NIL_niederer,NZZ-1928-02-17-i-p0001_Q2244426,FALSE,FALSE,0.9528723359107972
97,27646518_1892-07-05_21_335_005,27646518_1892-07-05_21_335_005-NIL_august_jabu,27646518_1892-07-05_21_335_005-NIL_fran_osischestrae,FALSE,FALSE,0.958063304424286
98,sn89058133-1920-06-17-a-i0007,sn89058133-1920-06-17-a-i0007_Q9077,sn89058133-1920-06-17-a-i0007_Q23197,FALSE,TRUE,0.9601252675056458
99,GDL-1826-06-30-2,GDL-1826-06-30-2-NIL_ibrahim,GDL-1826-06-30-2-NIL_grece,TRUE,TRUE,0.9591972827911376
100,GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_buffalo,PROBABLE,FALSE,0.9483242630958556
101,NZZ-1948-07-19-c-p0002,NZZ-1948-07-19-c-p0002_Q332405,NZZ-1948-07-19-c-p0002_Q142,FALSE,TRUE,0.960418462753296
102,sn83026170-1820-05-05-a-i0004,sn83026170-1820-05-05-a-i0004_Q101384,sn83026170-1820-05-05-a-i0004_Q1345,FALSE,FALSE,0.9489901661872864
103,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q765327,9838247_1868-02-19_0_0_001_Q38872,PROBABLE,PROBABLE,0.5629280209541321
104,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q765327,9838247_1868-02-19_0_0_001_Q102911,FALSE,FALSE,0.9557952880859376
105,sn83025812-1930-07-11-a-i0003,sn83025812-1930-07-11-a-i0003_Q23559,sn83025812-1930-07-11-a-i0003_Q220,TRUE,TRUE,0.9608972668647766
106,IMP-2018-01-03-a-i0049,IMP-2018-01-03-a-i0049-NIL_simon,IMP-2018-01-03-a-i0049_Q46,TRUE,TRUE,0.956838846206665
107,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_alfred,sn89058133-1920-07-08-a-i0006_Q2456192,TRUE,TRUE,0.9599515795707704
108,sn83026170-1820-03-06-a-i0002,sn83026170-1820-03-06-a-i0002-NIL_william_murphy,sn83026170-1820-03-06-a-i0002_Q5092,TRUE,TRUE,0.9590408205986024
109,GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_mouky,GDL-1981-12-11-62-NIL_fulgur,FALSE,FALSE,0.9504795074462892
110,luxwort-1858-10-24-a-i0007,luxwort-1858-10-24-a-i0007_Q166092,luxwort-1858-10-24-a-i0007_Q495,TRUE,TRUE,0.9049376249313354
111,EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_gedeon,EXP-1928-01-17-a-i0062_Q68532,FALSE,FALSE,0.9504785537719728
112,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042-NIL_moliers,FALSE,TRUE,0.9578604102134703
113,GDL-1804-08-28-2,GDL-1804-08-28-2-NIL_ne,GDL-1804-08-28-2-NIL_alger,TRUE,TRUE,0.9615070819854736
114,EXP-1918-07-10-a-i0071,EXP-1918-07-10-a-i0071_Q44893,EXP-1918-07-10-a-i0071_Q375776,TRUE,TRUE,0.9506852626800536
115,GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_annecy,FALSE,FALSE,0.9501104950904846
116,sn83025812-1930-03-21-a-i0010,sn83025812-1930-03-21-a-i0010-NIL_d_v_m_,sn83025812-1930-03-21-a-i0010_Q745614,FALSE,TRUE,0.9601393342018129
117,GDL-1881-09-24-5,GDL-1881-09-24-5-NIL_m_schatzmann,GDL-1881-09-24-5-NIL_lausanne,TRUE,FALSE,0.9564001560211182
118,NZZ-1938-11-13-c-p0001,NZZ-1938-11-13-c-p0001-NIL_siurgenenger,NZZ-1938-11-13-c-p0001_Q31003,FALSE,FALSE,0.9517214298248292
119,NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003_Q455008,NZZ-1848-10-21-a-p0003_Q14960,FALSE,FALSE,0.9523709416389464
120,GDL-1908-01-07-a-i0009,GDL-1908-01-07-a-i0009_Q2478026,GDL-1908-01-07-a-i0009_Q2254188,PROBABLE,FALSE,0.9490211009979248
121,EXP-1918-11-18-a-i0067,EXP-1918-11-18-a-i0067_Q15694941,EXP-1918-11-18-a-i0067_Q71,TRUE,TRUE,0.9590408205986024
122,sn83025812-1930-03-21-a-i0010,sn83025812-1930-03-21-a-i0010-NIL_u_b_williams,sn83025812-1930-03-21-a-i0010_Q745614,TRUE,TRUE,0.9617505073547364
123,GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_washington,FALSE,FALSE,0.9501071572303772
124,luxwort-1948-11-06-a-i0044,luxwort-1948-11-06-a-i0044_Q674892,luxwort-1948-11-06-a-i0044_Q1780,TRUE,TRUE,0.959314227104187
125,GDL-1981-05-13-1,GDL-1981-05-13-1-NIL_begin,GDL-1981-05-13-1-NIL_israel,TRUE,FALSE,0.9126974940299988
126,GDL-1881-01-15-12,GDL-1881-01-15-12-NIL_m_patrick_collins,GDL-1881-01-15-12-NIL_lancashire,FALSE,FALSE,0.9506033658981324
127,NZZ-1868-02-17-a-p0001,NZZ-1868-02-17-a-p0001-NIL_mellana,NZZ-1868-02-17-a-p0001_Q828,FALSE,FALSE,0.9504546523094176
128,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q43,FALSE,FALSE,0.9507247805595398
129,11614109_1886-06-22_5_67_001,11614109_1886-06-22_5_67_001_Q8442,11614109_1886-06-22_5_67_001_Q21,FALSE,PROBABLE,0.9880058169364928
130,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q9061,EXP-1928-10-25-a-i0006_Q12433,FALSE,FALSE,0.9510895609855652
131,GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_frescobaldi,GDL-1981-11-17-62-NIL_eglise_saint_jacques,FALSE,FALSE,0.9486107230186462
132,NZZ-1888-03-08-b-p0002,NZZ-1888-03-08-b-p0002_Q391573,NZZ-1888-03-08-b-p0002_Q3711,TRUE,TRUE,0.961238443851471
133,EXP-1938-05-11-a-i0108,EXP-1938-05-11-a-i0108_Q57462,EXP-1938-05-11-a-i0108_Q678584,TRUE,TRUE,0.9577684998512268
134,GDL-1921-10-05-19,GDL-1921-10-05-19-NIL_m_bosgbartft,GDL-1921-10-05-19-NIL_autriche,FALSE,FALSE,0.9499244689941406
135,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q117253,EXP-1928-10-25-a-i0006_Q70,FALSE,FALSE,0.95376855134964
136,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q57428,9838247_1868-02-19_0_0_001_Q38872,FALSE,TRUE,0.9606528282165528
137,EXP-1908-01-21-a-i0053,EXP-1908-01-21-a-i0053_Q106618,EXP-1908-01-21-a-i0053_Q27,FALSE,FALSE,0.8089641332626343
138,NZZ-1878-02-06-b-p0001,NZZ-1878-02-06-b-p0001_Q608043,NZZ-1878-02-06-b-p0001_Q16869,PROBABLE,FALSE,0.9499487280845642
139,sn83030483-1790-05-29-a-i0003,sn83030483-1790-05-29-a-i0003-NIL_h011_james_gordon,sn83030483-1790-05-29-a-i0003_Q28729,FALSE,FALSE,0.9496123790740968
140,GDL-1928-05-06-a-i0059,GDL-1928-05-06-a-i0059_Q2713806,GDL-1928-05-06-a-i0059_Q103011,FALSE,FALSE,0.949491560459137
141,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_jacob,EXP-1808-09-01-a-i0001_Q69807,FALSE,FALSE,0.9489774107933044
142,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_d_a_rawley,sn89058133-1920-04-22-a-i0003_Q2057053,TRUE,PROBABLE,0.8768110871315002
143,GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_serge_lang,GDL-1961-12-21-72-NIL_belge,FALSE,TRUE,0.9596140384674072
144,sn89058133-1920-08-19-a-i0006,sn89058133-1920-08-19-a-i0006-NIL_w_g_adsmond_co_agent,sn89058133-1920-08-19-a-i0006_Q495045,PROBABLE,PROBABLE,0.8845481276512146
145,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q765327,9838247_1868-02-19_0_0_001_Q40,FALSE,PROBABLE,0.9887663722038268
146,GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_george,GDL-1981-07-25-67-NIL_monte_carlocyclisme,FALSE,FALSE,0.94983172416687
147,EXP-1918-07-10-a-i0071,EXP-1918-07-10-a-i0071_Q61242,EXP-1918-07-10-a-i0071_Q1757,FALSE,FALSE,0.9494911432266236
148,GDL-1826-08-22-10,GDL-1826-08-22-10-NIL_m_le_prince_de_metternicli,GDL-1826-08-22-10-NIL_lac_de_come,FALSE,FALSE,0.95048189163208
149,NZZ-1898-05-02-d-p0001,NZZ-1898-05-02-d-p0001-NIL_carl_v_muralt,NZZ-1898-05-02-d-p0001_Q72,TRUE,TRUE,0.959264874458313
150,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042_Q68544,FALSE,FALSE,0.9208386540412904
151,GDL-1841-07-30-7,GDL-1841-07-30-7-NIL_robert_peel,GDL-1841-07-30-7-NIL_angleterre,TRUE,TRUE,0.9599067568778992
152,NZZ-1868-06-16-a-p0003,NZZ-1868-06-16-a-p0003-NIL_huni,NZZ-1868-06-16-a-p0003_Q677710,TRUE,FALSE,0.949241578578949
153,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q1345,FALSE,FALSE,0.9514530897140504
154,EXP-1938-05-11-a-i0108,EXP-1938-05-11-a-i0108_Q115791,EXP-1938-05-11-a-i0108_Q39,TRUE,TRUE,0.9575016498565674
155,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q8442,9838247_1868-02-19_0_0_001_Q1228247,FALSE,FALSE,0.9447410702705384
156,sn83020874-1830-03-03-a-i0002,sn83020874-1830-03-03-a-i0002-NIL_ferdinand,sn83020874-1830-03-03-a-i0002_Q1370,FALSE,FALSE,0.9484789967536926
157,EXP-1918-04-22-a-i0077,EXP-1918-04-22-a-i0077-NIL_schoeller,EXP-1918-04-22-a-i0077_Q64461,FALSE,FALSE,0.9500682950019836
158,luxwort-1938-05-06-a-i0025,luxwort-1938-05-06-a-i0025_Q280856,luxwort-1938-05-06-a-i0025_Q42182,TRUE,TRUE,0.9598883390426636
159,NZZ-1938-11-13-c-p0001,NZZ-1938-11-13-c-p0001-NIL_siurgenenger,NZZ-1938-11-13-c-p0001_Q670576,FALSE,FALSE,0.9514445662498474
160,sn91068761-1960-04-13-a-i0001,sn91068761-1960-04-13-a-i0001-NIL_alvie_mitchell_godwin,sn91068761-1960-04-13-a-i0001_Q2168889,TRUE,TRUE,0.9580440521240234
