sample_idx,document_id,pers_entity_id,loc_entity_id,true_label,pred_label,confidence
61,test_fr_5,test_fr_5-NIL_clerouc,test_fr_5_Q3225157,False,False,0.9603611826896667
62,sn84026272-1800-10-16-a-i0001,sn84026272-1800-10-16-a-i0001_Q25184130,sn84026272-1800-10-16-a-i0001_Q30,True,True,0.9833430051803588
63,sn83025812-1930-03-21-a-i0010,sn83025812-1930-03-21-a-i0010-NIL_u_b_williams,sn83025812-1930-03-21-a-i0010_Q295787,False,False,0.961243748664856
64,GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_andre_fiaux,GDL-1981-12-11-62-NIL_lyon,False,False,0.8221890926361084
65,GDL-1928-05-06-a-i0059,GDL-1928-05-06-a-i0059-NIL_koutzeroff,GDL-1928-05-06-a-i0059_Q219,True,False,0.9559813141822816
66,IMP-2018-01-03-a-i0049,IMP-2018-01-03-a-i0049-NIL_simon,IMP-2018-01-03-a-i0049_Q46,False,False,0.9658995866775512
67,NZZ-1948-12-30-a-p0002,NZZ-1948-12-30-a-p0002_Q1572537,NZZ-1948-12-30-a-p0002_Q85,False,False,0.961243748664856
68,GDL-1948-10-09-a-i0015,GDL-1948-10-09-a-i0015-NIL_a_s_,GDL-1948-10-09-a-i0015_Q39,False,False,0.961243748664856
69,NZZ-1848-10-21-a-p0003,NZZ-1848-10-21-a-p0003-NIL_teichert,NZZ-1848-10-21-a-p0003_Q1794,True,True,0.9833430051803588
70,NZZ-1828-04-09-a-p0001,NZZ-1828-04-09-a-p0001-NIL_jakob_tobler,NZZ-1828-04-09-a-p0001_Q12079,False,False,0.9623913168907166
71,sn91068761-1960-04-06-a-i0012,sn91068761-1960-04-06-a-i0012-NIL_george_lav,sn91068761-1960-04-06-a-i0012_Q6948590,False,False,0.9629528522491456
72,JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_m_f_stirnimann,JDG-1961-01-20-70-NIL_olten,True,False,0.9664104580879213
73,sn83030483-1790-03-03-a-i0004,sn83030483-1790-03-03-a-i0004-NIL_benden_daloft,sn83030483-1790-03-03-a-i0004_Q635307,False,False,0.961533784866333
74,sn83030483-1790-03-03-a-i0004,sn83030483-1790-03-03-a-i0004_Q3934904,sn83030483-1790-03-03-a-i0004_Q215429,False,False,0.9656413197517396
75,sn89058133-1920-07-08-a-i0006,sn89058133-1920-07-08-a-i0006-NIL_bob_lee_maddux,sn89058133-1920-07-08-a-i0006_Q2456192,True,True,0.9814534187316896
76,sn84020750-1840-04-18-a-i0002,sn84020750-1840-04-18-a-i0002_Q11817,sn84020750-1840-04-18-a-i0002_Q5092,False,False,0.9640516638755798
77,EXP-1918-04-22-a-i0077,EXP-1918-04-22-a-i0077_Q2734959,EXP-1918-04-22-a-i0077_Q39,True,True,0.957277774810791
78,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_judith_nee_jaquet,EXP-1808-09-01-a-i0001_Q68532,False,False,0.9603611826896667
79,sn83025812-1930-07-11-a-i0003,sn83025812-1930-07-11-a-i0003-NIL_w_o_,sn83025812-1930-07-11-a-i0003_Q1747689,False,False,0.961533784866333
80,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_jacob,EXP-1808-09-01-a-i0001_Q68526,False,False,0.9594592452049256
81,GDL-1921-10-05-19,GDL-1921-10-05-19-NIL_donini,GDL-1921-10-05-19-NIL_lugano,True,True,0.9863631129264832
82,EXP-1938-05-11-a-i0108,EXP-1938-05-11-a-i0108_Q57462,EXP-1938-05-11-a-i0108_Q518617,False,True,0.9867772459983826
83,NZZ-1898-05-02-d-p0001,NZZ-1898-05-02-d-p0001-NIL_jakob_welti,NZZ-1898-05-02-d-p0001_Q675026,False,False,0.9609517455101012
84,sn83025812-1930-03-21-a-i0010,sn83025812-1930-03-21-a-i0010-NIL_c_p_gray,sn83025812-1930-03-21-a-i0010_Q295787,False,False,0.961533784866333
85,sn83030483-1790-05-29-a-i0003,sn83030483-1790-05-29-a-i0003-NIL_hon_james_townfena,sn83030483-1790-05-29-a-i0003_Q3476975,True,True,0.8169911503791809
86,luxwort-1858-10-24-a-i0007,luxwort-1858-10-24-a-i0007_Q166092,luxwort-1858-10-24-a-i0007_Q495,True,True,0.9857181310653688
87,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q28,False,False,0.9609517455101012
88,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q8442,9838247_1868-02-19_0_0_001_Q183,False,False,0.964855134487152
89,EXP-1938-05-11-a-i0108,EXP-1938-05-11-a-i0108-NIL_e_juillerat,EXP-1938-05-11-a-i0108_Q68256,False,False,0.9700134992599488
90,GDL-1841-07-30-7,GDL-1841-07-30-7-NIL_john_russell,GDL-1841-07-30-7-NIL_angleterre,False,False,0.961243748664856
91,sn88068010-1890-11-06-a-i0006,sn88068010-1890-11-06-a-i0006-NIL_edward_shepherd,sn88068010-1890-11-06-a-i0006_Q576252,True,False,0.9658995866775512
92,GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_sammy_price,GDL-1981-07-25-67-NIL_suisse_italienne,False,False,0.9606574773788452
93,GDL-1981-12-11-62,GDL-1981-12-11-62-NIL_m_benjamin,GDL-1981-12-11-62-NIL_lyon,False,False,0.964855134487152
94,EXP-1978-09-27-a-i0229,EXP-1978-09-27-a-i0229_Q1370340,EXP-1978-09-27-a-i0229_Q35,True,True,0.9834704995155334
95,GDL-1981-11-17-62,GDL-1981-11-17-62-NIL_pierre_perdigon,GDL-1981-11-17-62-NIL_eglise_saint_jacques,True,False,0.9656413197517396
96,sn86063397-1900-11-06-a-i0003,sn86063397-1900-11-06-a-i0003-NIL_blank_,sn86063397-1900-11-06-a-i0003-NIL_kiowa,True,True,0.985936403274536
97,NZZ-1928-02-17-i-p0001,NZZ-1928-02-17-i-p0001_Q9554,NZZ-1928-02-17-i-p0001_Q69071,False,False,0.9621075391769408
98,sn83020874-1830-05-15-a-i0002,sn83020874-1830-05-15-a-i0002-NIL_james_daniel,sn83020874-1830-05-15-a-i0002-NIL_satvanah_old_town,False,False,0.9640516638755798
99,NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q676998,NZZ-1818-01-06-a-p0001_Q179034,False,False,0.9618217349052428
100,NZZ-1868-02-17-a-p0001,NZZ-1868-02-17-a-p0001_Q3135539,NZZ-1868-02-17-a-p0001_Q90,False,False,0.9643214344978333
101,sn92063852-1950-09-23-a-i0018,sn92063852-1950-09-23-a-i0018-NIL_mrs_h_f_thomas,sn92063852-1950-09-23-a-i0018_Q79718,True,True,0.9863631129264832
102,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_lon_morelock,sn89058133-1920-04-22-a-i0003_Q142,False,False,0.9645892381668092
103,sn83030483-1790-03-03-a-i0004,sn83030483-1790-03-03-a-i0004-NIL_benden_daloft,sn83030483-1790-03-03-a-i0004_Q3399071,False,False,0.9635062217712402
104,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042_Q68544,False,False,0.9621075391769408
105,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006_Q9061,EXP-1928-10-25-a-i0006_Q78,False,False,0.9637799859046936
106,NZZ-1828-04-09-a-p0001,NZZ-1828-04-09-a-p0001-NIL_rechsteiner,NZZ-1828-04-09-a-p0001_Q12094,False,False,0.9653811454772948
107,NZZ-1818-01-06-a-p0001,NZZ-1818-01-06-a-p0001_Q131691,NZZ-1818-01-06-a-p0001_Q179385,False,False,0.9623913168907166
108,sn83020874-1830-05-15-a-i0002,sn83020874-1830-05-15-a-i0002-NIL_james_daniel,sn83020874-1830-05-15-a-i0002_Q93332,False,False,0.9653811454772948
109,sn83026170-1820-09-09-a-i0004,sn83026170-1820-09-09-a-i0004-NIL_rob_moore,sn83026170-1820-09-09-a-i0004_Q1391,True,False,0.9686195850372314
110,sn92063852-1950-09-23-a-i0018,sn92063852-1950-09-23-a-i0018-NIL_horace_sudduth,sn92063852-1950-09-23-a-i0018_Q79867,False,False,0.963230550289154
111,luxwort-1858-02-24-a-i0002,luxwort-1858-02-24-a-i0002_Q7721,luxwort-1858-02-24-a-i0002_Q32,False,False,0.9626730680465698
112,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_f_corevoit_greffier,EXP-1808-09-01-a-i0001_Q63946,True,False,0.7599387168884277
113,27646518_1892-07-05_21_335_005,27646518_1892-07-05_21_335_005-NIL_l_sonnenfeld,27646518_1892-07-05_21_335_005_Q64,False,False,0.9623913168907166
114,sn84020750-1840-04-18-a-i0002,sn84020750-1840-04-18-a-i0002_Q11869,sn84020750-1840-04-18-a-i0002_Q5092,False,False,0.9653811454772948
115,GDL-1961-12-21-72,GDL-1961-12-21-72-NIL_anquetil,GDL-1961-12-21-72-NIL_herentals,False,False,0.963230550289154
116,GDL-1908-01-07-a-i0009,GDL-1908-01-07-a-i0009_Q3425922,GDL-1908-01-07-a-i0009_Q2254188,False,False,0.953621745109558
117,GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_george,GDL-1981-07-25-67-NIL_france,False,False,0.9629528522491456
118,sn88068010-1890-09-25-a-i0006,sn88068010-1890-09-25-a-i0006_Q44105,sn88068010-1890-09-25-a-i0006_Q15,False,False,0.9651191234588624
119,EXP-1928-01-17-a-i0062,EXP-1928-01-17-a-i0062-NIL_gedeon,EXP-1928-01-17-a-i0062_Q2721193,False,False,0.9640516638755798
120,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q57428,9838247_1868-02-19_0_0_001_Q183,False,False,0.9658995866775512
121,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_mansfield_judd,sn89058133-1920-04-22-a-i0003_Q2057053,False,False,0.961533784866333
122,sn82014385-1810-04-14-a-i0002,sn82014385-1810-04-14-a-i0002_Q1706673,sn82014385-1810-04-14-a-i0002_Q209540,False,False,0.9678993225097656
123,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006-NIL_b_,EXP-1928-10-25-a-i0006_Q12771,False,False,0.9656413197517396
124,NZZ-1878-10-02-b-p0009,NZZ-1878-10-02-b-p0009_Q76679,NZZ-1878-10-02-b-p0009_Q45,False,False,0.963230550289154
125,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042_Q332650,EXP-1868-04-22-a-i0042_Q145,True,False,0.9637799859046936
126,NZZ-1928-02-17-i-p0001,NZZ-1928-02-17-i-p0001-NIL_gertrud,NZZ-1928-02-17-i-p0001_Q2244426,False,False,0.9635062217712402
127,NZZ-1868-06-16-a-p0003,NZZ-1868-06-16-a-p0003-NIL_goldschmied,NZZ-1868-06-16-a-p0003_Q9125,True,False,0.9637799859046936
128,NZZ-1898-11-07-c-p0001,NZZ-1898-11-07-c-p0001_Q51056,NZZ-1898-11-07-c-p0001_Q28,False,False,0.9621075391769408
129,sn89058133-1920-04-22-a-i0003,sn89058133-1920-04-22-a-i0003-NIL_lon_morelock,sn89058133-1920-04-22-a-i0003_Q7516246,False,False,0.9629528522491456
130,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006-NIL_r_wentzel,27112366_1874-08-25_000_197_0_006_Q81720,False,False,0.9621075391769408
131,NZZ-1878-02-06-b-p0001,NZZ-1878-02-06-b-p0001_Q703307,NZZ-1878-02-06-b-p0001_Q16869,False,False,0.9676556587219238
132,GDL-1826-09-29-17,GDL-1826-09-29-17-NIL_don_nazario_eguia,GDL-1826-09-29-17-NIL_galice,True,False,0.9621075391769408
133,sn89058133-1920-11-11-a-i0003,sn89058133-1920-11-11-a-i0003_Q5195051,sn89058133-1920-11-11-a-i0003_Q1384,False,False,0.9674102663993835
134,sn86063397-1900-06-26-a-i0002,sn86063397-1900-06-26-a-i0002_Q1966467,sn86063397-1900-06-26-a-i0002_Q1415,False,False,0.9609517455101012
135,IMP-2018-01-03-a-i0049,IMP-2018-01-03-a-i0049-NIL_simon,IMP-2018-01-03-a-i0049_Q219,False,False,0.9626730680465698
136,NZZ-1878-02-06-b-p0001,NZZ-1878-02-06-b-p0001_Q66452,NZZ-1878-02-06-b-p0001_Q16869,False,False,0.9635062217712402
137,luxwort-1938-05-06-a-i0025,luxwort-1938-05-06-a-i0025_Q213954,luxwort-1938-05-06-a-i0025_Q42182,True,True,0.9857181310653688
138,sn82014385-1810-04-07-a-i0003,sn82014385-1810-04-07-a-i0003-NIL_capt_b_,sn82014385-1810-04-07-a-i0003_Q597,False,False,0.966156005859375
139,sn83020874-1830-03-03-a-i0002,sn83020874-1830-03-03-a-i0002-NIL_don_mi_gucl,sn83020874-1830-03-03-a-i0002_Q1456,False,False,0.963230550289154
140,9838247_1868-02-19_0_0_001,9838247_1868-02-19_0_0_001_Q765327,9838247_1868-02-19_0_0_001_Q38872,False,False,0.961243748664856
141,GDL-1981-07-25-67,GDL-1981-07-25-67-NIL_raymond_vincy,GDL-1981-07-25-67-NIL_france,False,False,0.9629528522491456
142,NZZ-1938-11-13-c-p0001,NZZ-1938-11-13-c-p0001-NIL_siurgenenger,NZZ-1938-11-13-c-p0001_Q69595,False,False,0.963230550289154
143,EXP-1928-10-25-a-i0006,EXP-1928-10-25-a-i0006-NIL_rabours,EXP-1928-10-25-a-i0006_Q70,False,False,0.9653811454772948
144,EXP-1918-04-22-a-i0077,EXP-1918-04-22-a-i0077-NIL_cleopatre,EXP-1918-04-22-a-i0077_Q64461,False,False,0.9618217349052428
145,GDL-1838-05-11-a-i0004,GDL-1838-05-11-a-i0004_Q560962,GDL-1838-05-11-a-i0004_Q45,True,True,0.9840936064720154
146,sn86063397-1900-06-26-a-i0002,sn86063397-1900-06-26-a-i0002_Q1586757,sn86063397-1900-06-26-a-i0002_Q724,False,False,0.9640516638755798
147,NZZ-1948-12-30-a-p0002,NZZ-1948-12-30-a-p0002_Q1391679,NZZ-1948-12-30-a-p0002-NIL_abbas_brucke,False,True,0.9407896995544434
148,GDL-1826-09-29-17,GDL-1826-09-29-17-NIL_don_nazario_eguia,GDL-1826-09-29-17-NIL_ehportugal,False,False,0.963230550289154
149,sn89058133-1920-11-11-a-i0003,sn89058133-1920-11-11-a-i0003-NIL_miss_chari_williams,sn89058133-1920-11-11-a-i0003_Q501602,False,True,0.9815951585769652
150,luxwort-1848-10-01-a-i0001,luxwort-1848-10-01-a-i0001_Q5080926,luxwort-1848-10-01-a-i0001_Q809603,True,False,0.963230550289154
151,luxwort-1938-05-20-a-i0023,luxwort-1938-05-20-a-i0023_Q15969995,luxwort-1938-05-20-a-i0023_Q220,False,False,0.9645892381668092
152,sn83026170-1820-03-06-a-i0002,sn83026170-1820-03-06-a-i0002-NIL_thomas_obrien,sn83026170-1820-03-06-a-i0002_Q5092,True,True,0.9857181310653688
153,JDG-1961-01-20-70,JDG-1961-01-20-70-NIL_roger_riviere,JDG-1961-01-20-70-NIL_france,True,True,0.9834704995155334
154,EXP-1868-04-22-a-i0042,EXP-1868-04-22-a-i0042-NIL_jeune_r,EXP-1868-04-22-a-i0042_Q111680,True,False,0.9626730680465698
155,11614109_1886-06-22_5_67_001,11614109_1886-06-22_5_67_001_Q77340,11614109_1886-06-22_5_67_001_Q161062,False,False,0.9635062217712402
156,test_fr_5,test_fr_5-NIL_e_dieudonne,test_fr_5_Q1469315,False,False,0.9609517455101012
157,EXP-1918-11-18-a-i0067,EXP-1918-11-18-a-i0067_Q15694941,EXP-1918-11-18-a-i0067_Q71,True,True,0.9830850958824158
158,sn83026170-1820-05-05-a-i0004,sn83026170-1820-05-05-a-i0004_Q101384,sn83026170-1820-05-05-a-i0004_Q23666,False,False,0.9640516638755798
159,sn89058133-1920-11-11-a-i0003,sn89058133-1920-11-11-a-i0003-NIL_miss_chari_williams,sn89058133-1920-11-11-a-i0003_Q1384,False,False,0.9678993225097656
160,test_fr_5,test_fr_5-NIL_capella,test_fr_5_Q330375,False,False,0.9621075391769408
161,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_henriette,EXP-1808-09-01-a-i0001_Q68124,False,False,0.9603611826896667
162,test_fr_5,test_fr_5-NIL_roseray,test_fr_5-NIL_dix_heures,False,False,0.963230550289154
163,GDL-1826-06-30-2,GDL-1826-06-30-2-NIL_ibrahim,GDL-1826-06-30-2-NIL_peloponese,False,False,0.956308901309967
164,GDL-1838-05-11-a-i0004,GDL-1838-05-11-a-i0004-NIL_f_coelho,GDL-1838-05-11-a-i0004_Q597,True,True,0.9671630263328552
165,NZZ-1898-06-10-c-p0001,NZZ-1898-06-10-c-p0001_Q706889,NZZ-1898-06-10-c-p0001_Q1757,True,True,0.9843363761901855
166,sn83025812-1930-03-21-a-i0010,sn83025812-1930-03-21-a-i0010-NIL_e_p_white,sn83025812-1930-03-21-a-i0010_Q745614,False,False,0.9656413197517396
167,EXP-1808-09-01-a-i0001,EXP-1808-09-01-a-i0001-NIL_morel,EXP-1808-09-01-a-i0001-NIL_villard,False,True,0.983847200870514
168,27112366_1874-08-25_000_197_0_006,27112366_1874-08-25_000_197_0_006-NIL_v_oppenfeld,27112366_1874-08-25_000_197_0_006_Q81720,False,False,0.9621075391769408
169,GDL-1908-01-07-a-i0009,GDL-1908-01-07-a-i0009-NIL_felineau,GDL-1908-01-07-a-i0009-NIL_titinies,True,True,0.9814534187316896
170,JDG-1921-02-22-34,JDG-1921-02-22-34-NIL_m_stalder,JDG-1921-02-22-34-NIL_suisse,False,False,0.9136765599250792
171,EXP-1978-09-27-a-i0229,EXP-1978-09-27-a-i0229_Q207658,EXP-1978-09-27-a-i0229_Q24826,False,True,0.9852713346481324
172,NZZ-1878-02-06-b-p0001,NZZ-1878-02-06-b-p0001_Q608043,NZZ-1878-02-06-b-p0001_Q58976,False,True,0.9808759689331056
